Public ID1,Organization1,Availability1,System Name (click + for details),Accelerator,# of Accelerators,Benchmark1,Model MLC1,Scenario1,Units1,Division/Power,Model (copy),Operating System,Processor,Software1,System Type Revised,Version,# of Nodes,Division,Division Revised,Has Power,Host Processor Core Count,Model,System Type,Result,Result at System Name
4.0-0019,CTuning,available,PCSPECIALIST AMD AM5 PC (1x RTX 4090),NVIDIA GeForce RTX 4090,1,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,stable-diffusion-xl,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,MLCommons python reference implementation with CM API Pytorch v2.1.2,Edge,v4.0,1,closed,Closed,False,16,stable-diffusion-xl,edge,0.4,0.4
4.0-0010,CTuning,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),NVIDIA GeForce RTX 4090,2,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,stable-diffusion-xl,Ubuntu 23.04 (linux-6.2.0-39-generic-glibc2.37),Intel(R) Xeon(R) w7-2495X,MLCommons python reference implementation with CM API Pytorch v2.1.2,Edge,v4.0,1,closed,Closed,False,24,stable-diffusion-xl,edge,0.36,0.36
4.0-0057,Lenovo,available,Lenovo SE450 (2x NVIDIA L40 TensorRT),NVIDIA L40,2,Inference,RNN-T,Offline,Samples/s,Closed ,RNN-T,Ubuntu 22.04.3,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz,TensorRT 9.3.0 CUDA 12.3,Edge,v4.0,1,closed,Closed,False,28,RNN-T,edge,20727.8,20727.8
4.0-0009,CTuning,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),NVIDIA GeForce RTX 4090,2,Inference,gptj-99,Offline,Samples/s,Closed ,gptj-99,Ubuntu 20.04 (linux-6.2.0-39-generic-glibc2.31),Intel(R) Xeon(R) w7-2495X,Nvidia inference implementation with CM API TensorRT v9.0.0,Edge,v4.0,1,closed,Closed,False,24,gptj-99,edge,9.26,9.26
4.0-0012,CTuning,available,PCSPECIALIST AMD AM5 PC (1x RTX 4090),NVIDIA GeForce RTX 4090,1,Inference,gptj-99,Offline,Samples/s,Closed ,gptj-99,Ubuntu 20.04 (linux-6.5.0-14-generic-glibc2.31),AMD Ryzen 9 7950X 16-Core Processor,Nvidia inference implementation with CM API TensorRT v9.0.0,Edge,v4.0,1,closed,Closed,False,16,gptj-99,edge,4.66,4.66
4.0-0088,Wiwynn,available,Wiwynn ES200G2 (2x L40S TensorRT),NVIDIA L40S,2,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,stable-diffusion-xl,Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35),INTEL(R) XEON(R) GOLD 6538Y+,TensorRT 9.3.0 CUDA 12.2,Edge,v4.0,1,closed,Closed,False,32,stable-diffusion-xl,edge,1.26,1.26
4.0-0078,Qualcomm,available,GIGABYTE R282-Z93 (8x QAIC100 Pro),QUALCOMM Cloud AI 100 Pro,8,Inference,BERT-99,Offline,Samples/s,Closed ,BERT-99,Ubuntu 22.04.3 LTS (5.15.0-92-generic #102-Ubuntu SMP Wed Jan 10 09:33:48 UTC 2024 x86_64 x86_64 x86_64 GNU/Linux),AMD EPYC 7282 16-Core Processor,QUALCOMM Cloud AI SDK v1.12.2 / v1.14.2 (SDXL),Edge,v4.0,1,closed,Closed,False,16,BERT-99,edge,6312.66,6312.66
4.0-0072,NVIDIA,available,NVIDIA Jetson AGX Orin Developer Kit 64G (TensorRT),NVIDIA Jetson AGX Orin 64G,1,Inference,gptj-99,Offline,Samples/s,Closed ,gptj-99,Jetson r35.3.1 L4T,12-core ARM Cortex-A78AE CPU,Jetpack 5.1.1 TensorRT 9.0.1 CUDA 11.4,Edge,v4.0,1,closed,Closed,False,12,gptj-99,edge,0.15,0.15
4.0-0037,Dell,available,Dell PowerEdge XR8620t (1x L4 TensorRT),NVIDIA L4,1,Inference,3D U-Net-99,SingleStream,Latency (ms),Closed ,3d-unet-99,Ubuntu 22.04.3,Intel(R) Xeon(R) Gold 6433N,TensorRT 9.3.0 CUDA 12.2,Edge,v4.0,1,closed,Closed,False,32,3d-unet-99,edge,1842.59,1842.59
4.0-0035,Dell,available,Dell PowerEdge XR7620 (1x L4 TensorRT),NVIDIA L4,1,Inference,3D U-Net-99,SingleStream,Latency (ms),Closed ,3d-unet-99,Ubuntu 20.04.6,Intel(R) Xeon(R) Gold 6448Y CPU @ 2.10GHz,TensorRT 9.3.0 CUDA 12.2,Edge,v4.0,1,closed,Closed,False,32,3d-unet-99,edge,1789.98,1789.98
4.0-0036,Dell,available,Dell PowerEdge XR8620t (1x L4 MaxQ TensorRT),NVIDIA L4,1,Inference,3D U-Net-99,SingleStream,Latency (ms),Closed ,3d-unet-99,Ubuntu 22.04.3,Intel(R) Xeon(R) Gold 6433N,TensorRT 9.3.0 CUDA 12.2,Edge,v4.0,1,closed,Closed,False,20,3d-unet-99,edge,1830.47,1830.47
4.0-0088,Wiwynn,available,Wiwynn ES200G2 (2x L40S TensorRT),NVIDIA L40S,2,Inference,resnet,SingleStream,Latency (ms),Closed ,resnet50,Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35),INTEL(R) XEON(R) GOLD 6538Y+,TensorRT 9.3.0 CUDA 12.2,Edge,v4.0,1,closed,Closed,False,32,resnet50,edge,0.94,0.94
4.0-0072,NVIDIA,available,NVIDIA Jetson AGX Orin Developer Kit 64G (TensorRT),NVIDIA Jetson AGX Orin 64G,1,Inference,gptj-99,SingleStream,Latency (ms),Closed ,gptj-99,Jetson r35.3.1 L4T,12-core ARM Cortex-A78AE CPU,Jetpack 5.1.1 TensorRT 9.0.1 CUDA 11.4,Edge,v4.0,1,closed,Closed,False,12,gptj-99,edge,10204.46,10204.46
4.0-0057,Lenovo,available,Lenovo SE450 (2x NVIDIA L40 TensorRT),NVIDIA L40,2,Inference,3D U-Net-99,Offline,Samples/s,Closed ,3d-unet-99,Ubuntu 22.04.3,Intel(R) Xeon(R) Gold 6330N CPU @ 2.20GHz,TensorRT 9.3.0 CUDA 12.3,Edge,v4.0,1,closed,Closed,False,28,3d-unet-99,edge,6.49,6.49
