Public ID1,Organization1,Availability1,System Name (click + for details),Accelerator,# of Accelerators,Benchmark1,Model MLC1,Scenario1,Units1,Division/Power,Model (copy),Operating System,Processor,Software1,System Type Revised,Version,# of Nodes,Division,Division Revised,Has Power,Host Processor Core Count,Model,System Type,Result,Result at System Name
Inf-0.5-6,dividiti,Available Cloud,Raspberry Pi 4 (rpi4),, ,Inference,ResNet-50 v1.5,Stream,,Closed ,ResNet-50 v1.5,,Broadcom BCM2711B0,ArmNN v19.08 (Neon),Edge,v0.5,1,closed,Closed,False,,ResNet-50 v1.5,edge,448.305,448.305
Inf-0.5-24,Intel,Available Cloud,DELL ICL i3 1005G1,Intel������ UHD Graphics,1,Inference,ResNet-50 v1.5,Stream,,Closed ,ResNet-50 v1.5,,Intel������ Core��������� i3-1005G1 Processor,OpenVINO,Edge,v0.5,1,closed,Closed,False,,ResNet-50 v1.5,edge,13.58,13.58
Inf-0.5-23,Intel,Available Cloud,Intel Xeon Platinum 9200 processors,, ,Inference,MobileNet-v1,Server,,Closed ,MobileNet-v1,,Intel Xeon Platinum 9282 Processor,PyTorch Caffe2,Edge,v0.5,1,closed,Closed,False,,MobileNet-v1,edge,27244.81,27244.81
Inf-0.5-28,NVIDIA,Available Cloud,NVIDIA Jetson AGX Xavier (Xavier),NVIDIA Xavier,1,Inference,SSD w/ ResNet-34,MultiS,,Closed ,SSD w/ ResNet-34,,NVIDIA Carmel (ARMv8.2),TensorRT 6.0; Jetpack 4.3-DP; CUDA 10.0; cuDNN 7.6.3,Edge,v0.5,1,closed,Closed,False,,SSD w/ ResNet-34,edge,2,2
Inf-0.5-25,NVIDIA,Available Cloud,Supermicro 4029GP-TRT-OTO-28 8xT4 (T4x8),NVIDIA Tesla T4,8,Inference,ResNet-50 v1.5,Offline,,Closed ,ResNet-50 v1.5,,Intel(R) Xeon(R) Platinum 8280 CPU @ 2.70GHz,TensorRT 6.0; CUDA 10.1; cuDNN 7.6.3,Edge,v0.5,1,closed,Closed,False,,ResNet-50 v1.5,edge,44977.8,44977.8
Inf-0.5-28,NVIDIA,Available Cloud,NVIDIA Jetson AGX Xavier (Xavier),NVIDIA Xavier,1,Inference,ResNet-50 v1.5,Offline,,Closed ,ResNet-50 v1.5,,NVIDIA Carmel (ARMv8.2),TensorRT 6.0; Jetpack 4.3-DP; CUDA 10.0; cuDNN 7.6.3,Edge,v0.5,1,closed,Closed,False,,ResNet-50 v1.5,edge,2158.93,2158.93
Inf-0.5-11,dividiti,Available Cloud,Huawei Mate 10 Pro (mate10pro),, ,Inference,ResNet-50 v1.5,Stream,,Closed ,ResNet-50 v1.5,,HiSilicon Kirin970,ArmNN v19.08 (Neon),Edge,v0.5,1,closed,Closed,False,,ResNet-50 v1.5,edge,494.919,494.919
Inf-0.5-26,NVIDIA,Available Cloud,Supermicro 6049GP-TRT-OTO-29 20xT4 (T4x20),NVIDIA Tesla T4,20,Inference,SSD w/ ResNet-34,Server,,Closed ,SSD w/ ResNet-34,,Intel(R) Xeon(R) Platinum 8280 CPU @ 2.70GHz,TensorRT 6.0; CUDA 10.1; cuDNN 7.6.3,Edge,v0.5,1,closed,Closed,False,,SSD w/ ResNet-34,edge,2581.24,2581.24
Inf-0.5-26,NVIDIA,Available Cloud,Supermicro 6049GP-TRT-OTO-29 20xT4 (T4x20),NVIDIA Tesla T4,20,Inference,ResNet-50 v1.5,Server,,Closed ,ResNet-50 v1.5,,Intel(R) Xeon(R) Platinum 8280 CPU @ 2.70GHz,TensorRT 6.0; CUDA 10.1; cuDNN 7.6.3,Edge,v0.5,1,closed,Closed,False,,ResNet-50 v1.5,edge,103532.1,103532.1
Inf-0.5-15,Google,Available Cloud,Cloud TPU v3,TPU v3,4,Inference,NMT,Offline,,Closed ,NMT,,Intel Skylake,TensorFlow; TPU 1.15.dev,Edge,v0.5,1,closed,Closed,False,,NMT,edge,3082.1,3082.1
