Public ID1,Organization1,Availability1,System Name (click + for details),Accelerator,# of Accelerators,Benchmark1,Model MLC1,Scenario1,Units1,Division/Power,Model (copy),Operating System,Processor,Software1,System Type Revised,Version,# of Nodes,Division,Division Revised,Has Power,Host Processor Core Count,Model,System Type,Result,Result at System Name
4.0-0663,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,oBERT-large-pruned97-none-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,oBERT-large-pruned97-none-BERT-99,edge,41.75,41.75
4.0-0662,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,oBERT-large-pruned95_quant-none-vnni-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,oBERT-large-pruned95_quant-none-vnni-BERT-99,edge,23.3,23.3
4.0-0658,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,mobileBERT-none-base-none-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,mobileBERT-none-base-none-BERT-99,edge,17.71,17.71
4.0-0652,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,BERT-base-pruned90-none-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,BERT-base-pruned90-none-BERT-99,edge,17.66,17.66
4.0-0664,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,oBERT-large-pruned97-quant-none-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,oBERT-large-pruned97-quant-none-BERT-99,edge,21.1,21.1
4.0-0660,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,oBERT-large-base-none-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,oBERT-large-base-none-BERT-99,edge,142.39,142.39
4.0-0659,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,oBERT-base-pruned90-none-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,oBERT-base-pruned90-none-BERT-99,edge,17.75,17.75
4.0-0656,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,mobileBERT-14layer_pruned50_quant-none-vnni-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,mobileBERT-14layer_pruned50_quant-none-vnni-BERT-99,edge,5.46,5.46
4.0-0655,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,mobileBERT-14layer_pruned50-none-vnni-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,mobileBERT-14layer_pruned50-none-vnni-BERT-99,edge,9.88,9.88
4.0-0661,CTuning,available,PCSPECIALIST AMD AM5 PC,,0,Inference,BERT-99,SingleStream,Latency (ms),Open - Power,oBERT-large-pruned95-none-vnni-BERT-99,Ubuntu 22.04 (linux-6.5.0-14-generic-glibc2.35),AMD Ryzen 9 7950X 16-Core Processor,Neural Magic inference implementation with CM API DeepSparse v1.5.2,Edge,v4.0,1,open,Open,True,16,oBERT-large-pruned95-none-vnni-BERT-99,edge,45.61,45.61
